model,condition,task,adherence,override_resistance,trial
Qwen/Qwen2.5-7B-Instruct,C2,T2,0.6333333333333333,,599
Qwen/Qwen2.5-7B-Instruct,C2,T2,0.6,,600
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6,,601
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,602
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,603
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,604
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,605
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,606
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,607
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,608
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,609
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,610
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.9333333333333333,,611
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,612
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,613
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,614
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,615
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6,,616
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,617
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,618
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,619
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,620
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,621
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6,,622
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,623
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,624
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,625
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,626
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,627
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,628
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,629
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,630
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6,,631
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,632
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,633
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,634
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,635
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6666666666666666,,636
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6666666666666667,,637
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,638
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,639
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,640
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,641
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,642
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,643
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,644
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,645
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,646
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6,,647
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,648
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,649
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,650
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,651
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6666666666666666,,652
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6666666666666666,,653
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,654
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,655
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6666666666666666,,656
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6,,657
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,658
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,659
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,660
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6666666666666666,,661
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,662
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,663
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,664
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,665
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6666666666666666,,666
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,667
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,668
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6666666666666666,,669
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,670
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,671
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,672
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,673
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,674
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,675
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,676
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,677
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,678
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.9333333333333333,,679
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,680
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,681
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,682
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,683
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,684
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,685
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,686
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,687
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,688
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,689
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.9333333333333333,,690
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.9333333333333333,,691
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.9333333333333333,,692
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,693
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.9333333333333333,,694
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8666666666666666,,695
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.6666666666666666,,696
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,697
Qwen/Qwen2.5-7B-Instruct,C3,T1,1.0,,698
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.7333333333333333,,699
Qwen/Qwen2.5-7B-Instruct,C3,T1,0.8,,700
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,701
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,702
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,703
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,704
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,705
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6333333333333333,,706
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,707
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,708
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,709
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,710
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,711
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,712
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,713
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,714
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,715
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,716
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,717
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,718
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,719
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,720
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,721
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,722
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,723
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,724
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,725
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6,,726
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,727
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,728
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,729
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,730
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,731
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,732
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,733
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,734
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,735
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,736
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,737
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,738
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6333333333333333,,739
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,740
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,741
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,742
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,743
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,744
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,745
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,746
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6333333333333333,,747
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,748
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6,,749
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,750
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6333333333333333,,751
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,752
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,753
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,754
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6,,755
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,756
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,757
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,758
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,759
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,760
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,761
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,762
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,763
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,764
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,765
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,766
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,767
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,768
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,769
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,770
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,771
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,772
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,773
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6333333333333333,,774
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,775
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,776
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,777
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,778
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,779
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,780
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,781
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6333333333333333,,782
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,783
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,784
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,785
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,786
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6333333333333333,,787
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,788
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6333333333333333,,789
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,790
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,791
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,792
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,793
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7333333333333333,,794
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,795
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,796
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,797
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,798
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.6666666666666666,,799
Qwen/Qwen2.5-7B-Instruct,C3,T2,0.7,,800
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,801
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.26666666666666666,,802
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.26666666666666666,,803
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,804
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,805
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,806
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,807
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,808
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,809
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,810
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,811
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,812
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,813
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,814
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,815
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.4,,816
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,817
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,818
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,819
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,820
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,821
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,822
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,823
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,824
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,825
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,826
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,827
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,828
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,829
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,830
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,831
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,832
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.4666666666666666,,833
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.4,,834
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,835
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,836
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,837
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,838
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,839
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,840
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,841
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,842
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,843
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,844
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,845
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,846
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,847
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.4666666666666666,,848
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,849
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,850
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,851
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.26666666666666666,,852
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.26666666666666666,,853
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,854
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,855
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,856
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,857
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,858
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,859
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,860
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,861
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,862
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,863
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,864
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,865
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,866
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,867
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,868
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,869
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,870
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,871
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,872
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,873
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,874
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,875
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,876
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,877
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.4,,878
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,879
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,880
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,881
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,882
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,883
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.5333333333333333,,884
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.4,,885
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,886
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,887
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,888
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,889
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,890
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,891
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.26666666666666666,,892
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,893
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,894
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,895
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,896
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,897
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,898
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.3333333333333333,,899
Qwen/Qwen2.5-7B-Instruct,C4,T1,0.26666666666666666,,900
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,901
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,902
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,903
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,904
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,905
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,906
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,907
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,908
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,909
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,910
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,911
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,912
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,913
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,914
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,915
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,916
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,917
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,918
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,919
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,920
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,921
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,922
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,923
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,924
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,925
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,926
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,927
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,928
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,929
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,930
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,931
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,932
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,933
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,934
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,935
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,936
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,937
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,938
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,939
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,940
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,941
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,942
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,943
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,944
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,945
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,946
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,947
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,948
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,949
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,950
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,951
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,952
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,953
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,954
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,955
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,956
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,957
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,958
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,959
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,960
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,961
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,962
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,963
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,964
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,965
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,966
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,967
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,968
